term,freq,source,length,is_onechar,is_english,is_number,is_special,is_punctuation
分泳褲,1,desc,3,False,False,False,False,False
滑鎖水,1,both,3,False,False,False,False,False
七分泳褲,1,desc,4,False,False,False,False,False
舒癢,1,desc,2,False,False,False,False,False
清屑,1,desc,2,False,False,False,False,False
octo,1,desc,4,False,True,False,False,False
膝亮色,1,both,3,False,False,False,False,False
袖長,1,both,2,False,False,False,False,False
領高,1,both,2,False,False,False,False,False
單筒,1,both,2,False,False,False,False,False
薄荷純露,1,both,4,False,False,False,False,False
香檬,1,both,2,False,False,False,False,False
萃泡泡,1,desc,3,False,False,False,False,False
德恩奈,1,desc,3,False,False,False,False,False
玩具車,1,both,3,False,False,False,False,False
滑板車,1,desc,3,False,False,False,False,False
倍德萊欣,1,desc,4,False,False,False,False,False
分類卡,1,both,3,False,False,False,False,False
舒樂益,1,desc,3,False,False,False,False,False
晨曦清香,1,desc,4,False,False,False,False,False
寫及,1,both,2,False,False,False,False,False
馥郁精,1,desc,3,False,False,False,False,False
奇想,1,desc,2,False,False,False,False,False
瓦解牙菌,1,both,4,False,False,False,False,False
草豐盈,1,desc,3,False,False,False,False,False
七益菌,1,both,3,False,False,False,False,False
辣奶油,1,desc,3,False,False,False,False,False
黃芥末,1,both,3,False,False,False,False,False
敵人,1,both,2,False,False,False,False,False
意願,1,both,2,False,False,False,False,False
揮舞,1,both,2,False,False,False,False,False
掌提取物,1,both,4,False,False,False,False,False
分配器,1,both,3,False,False,False,False,False
綠丁香,1,both,3,False,False,False,False,False
舒膚皂,1,desc,3,False,False,False,False,False
彈順,1,both,2,False,False,False,False,False
澳寶水,1,desc,3,False,False,False,False,False
烏,1,both,1,True,False,False,False,False
電腦型,1,desc,3,False,False,False,False,False
6切,1,desc,2,False,False,False,False,False
髮秘,1,desc,2,False,False,False,False,False
精控油,1,desc,3,False,False,False,False,False
巡邏,1,desc,2,False,False,False,False,False
清新自然,1,both,4,False,False,False,False,False
予,1,both,1,True,False,False,False,False
發聲,1,both,2,False,False,False,False,False
質土,1,desc,2,False,False,False,False,False
易清理,1,both,3,False,False,False,False,False
濕布,1,both,2,False,False,False,False,False
無毒無色,1,both,4,False,False,False,False,False
車頸,1,desc,2,False,False,False,False,False
包埋法,1,both,3,False,False,False,False,False
搭車,1,both,2,False,False,False,False,False
柔機車,1,desc,3,False,False,False,False,False
精準性,1,both,3,False,False,False,False,False
咖黃,1,desc,2,False,False,False,False,False
town,1,desc,4,False,True,False,False,False
拼嵌,1,both,2,False,False,False,False,False
葡萄耔,1,both,3,False,False,False,False,False
視場,1,both,2,False,False,False,False,False
men’,1,desc,4,False,False,False,False,False
五子棋,1,desc,3,False,False,False,False,False
人神,1,both,2,False,False,False,False,False
沁酷涼,1,both,3,False,False,False,False,False
痘毛孔,1,desc,3,False,False,False,False,False
辣風味,1,desc,3,False,False,False,False,False
例圖,1,both,2,False,False,False,False,False
熱魔鬼氈,1,both,4,False,False,False,False,False
ml-dd108,1,desc,8,False,False,False,False,False
附語詞,1,both,3,False,False,False,False,False
藍盒,1,desc,2,False,False,False,False,False
噗噗車,1,desc,3,False,False,False,False,False
純棉連帽,1,desc,4,False,False,False,False,False
熊大連,1,desc,3,False,False,False,False,False
耀白,1,both,2,False,False,False,False,False
knh-dc005,1,desc,9,False,False,False,False,False
防晒,1,desc,2,False,False,False,False,False
豬連帽,1,desc,3,False,False,False,False,False
fz-dd,1,desc,5,False,False,False,False,False
桃花香,1,desc,3,False,False,False,False,False
mn-dc,1,desc,5,False,False,False,False,False
親膚齒,1,both,3,False,False,False,False,False
爽辣,1,both,2,False,False,False,False,False
高貴雅,1,both,3,False,False,False,False,False
清新氣,1,both,3,False,False,False,False,False
豐盈強,1,desc,3,False,False,False,False,False
女孩兒,1,both,3,False,False,False,False,False
柔順調,1,both,3,False,False,False,False,False
包肩式,1,both,3,False,False,False,False,False
原潤,1,desc,2,False,False,False,False,False
miltect,1,both,7,False,True,False,False,False
一昧,1,both,2,False,False,False,False,False
視覺式,1,both,3,False,False,False,False,False
精油豆卡,1,desc,4,False,False,False,False,False
戀香清新,1,desc,4,False,False,False,False,False
太潔銀,1,desc,3,False,False,False,False,False
附刷頭,1,both,3,False,False,False,False,False
極細牙,1,desc,3,False,False,False,False,False
浪漫感,1,both,3,False,False,False,False,False
ifos,1,both,4,False,True,False,False,False
長頭,1,desc,2,False,False,False,False,False
牙齦者,1,both,3,False,False,False,False,False
理護色,1,both,3,False,False,False,False,False
持久艷澤,1,both,4,False,False,False,False,False
溝環,1,both,2,False,False,False,False,False
仙仙,1,both,2,False,False,False,False,False
收腹褲,1,desc,3,False,False,False,False,False
舒眠益,1,desc,3,False,False,False,False,False
廣播,1,both,2,False,False,False,False,False
重機能,1,desc,3,False,False,False,False,False
防駝背心,1,desc,4,False,False,False,False,False
家頭皮,1,desc,3,False,False,False,False,False
1hr,1,both,3,False,False,False,False,False
稀珍花朵,1,both,4,False,False,False,False,False
flyco,1,desc,5,False,True,False,False,False
背提胸,1,desc,3,False,False,False,False,False
naturelab,1,both,9,False,True,False,False,False
排汗布,1,both,3,False,False,False,False,False
指maro,1,both,5,False,False,False,False,False
麥黑,1,desc,2,False,False,False,False,False
洗髮液,1,desc,3,False,False,False,False,False
條帶,1,both,2,False,False,False,False,False
不經,1,both,2,False,False,False,False,False
詭計,1,desc,2,False,False,False,False,False
多丘型,1,both,3,False,False,False,False,False
舒適絲,1,both,3,False,False,False,False,False
新金,1,desc,2,False,False,False,False,False
滑觸感,1,both,3,False,False,False,False,False
isethionate,1,both,11,False,True,False,False,False
透膚袖,1,both,3,False,False,False,False,False
lauroyl,1,both,7,False,True,False,False,False
藻醣醇,1,both,3,False,False,False,False,False
赤,1,both,1,True,False,False,False,False
星夜藍,1,desc,3,False,False,False,False,False
離線,1,both,2,False,False,False,False,False
評分,1,both,2,False,False,False,False,False
固型,1,both,2,False,False,False,False,False
寶寶學,1,both,3,False,False,False,False,False
翻成,1,both,2,False,False,False,False,False
梨&,1,both,2,False,False,False,False,False
耀瞬,1,desc,2,False,False,False,False,False
超強韌,1,desc,3,False,False,False,False,False
保濕素,1,both,3,False,False,False,False,False
新牙膏,1,desc,3,False,False,False,False,False
fos,1,both,3,False,True,False,False,False
手腕墊,1,desc,3,False,False,False,False,False
超模包肉,1,desc,4,False,False,False,False,False
epa+dha,1,both,7,False,False,False,False,False
束狀,1,both,2,False,False,False,False,False
超模,1,both,2,False,False,False,False,False
瞬白清,1,desc,3,False,False,False,False,False
台塑生,1,desc,3,False,False,False,False,False
荷覆,1,desc,2,False,False,False,False,False
包肉肉,1,both,3,False,False,False,False,False
中流,1,both,2,False,False,False,False,False
果果,1,both,2,False,False,False,False,False
山茶籽,1,both,3,False,False,False,False,False
具式,1,both,2,False,False,False,False,False
後排,1,both,2,False,False,False,False,False
涵氧,1,desc,2,False,False,False,False,False
butler,1,desc,6,False,True,False,False,False
保暖衫,1,desc,3,False,False,False,False,False
維他金盾,1,desc,4,False,False,False,False,False
多芬日本,1,desc,4,False,False,False,False,False
金盾,1,both,2,False,False,False,False,False
冰恬薄荷止癢,1,desc,6,False,False,False,False,False
艾瑪絲舒敏,1,desc,5,False,False,False,False,False
髮絲飽,1,both,3,False,False,False,False,False
橫觀看,1,both,3,False,False,False,False,False
頭髮髮絲,1,both,4,False,False,False,False,False
香橙花,1,both,3,False,False,False,False,False
抗菌囊袋,1,desc,4,False,False,False,False,False
支數,1,both,2,False,False,False,False,False
秀水潤蓬鬆不扁,1,both,7,False,False,False,False,False
衝分,1,both,2,False,False,False,False,False
理解數,1,both,3,False,False,False,False,False
芳美,1,both,2,False,False,False,False,False
茉莉絲,1,desc,3,False,False,False,False,False
電子書,1,both,3,False,False,False,False,False
翻頁器,1,both,3,False,False,False,False,False
核桃飲,1,desc,3,False,False,False,False,False
局部式,1,desc,3,False,False,False,False,False
琦菲,1,desc,2,False,False,False,False,False
萃洗髮精,1,desc,4,False,False,False,False,False
蠶絲蛋,1,desc,3,False,False,False,False,False
軟柔,1,both,2,False,False,False,False,False
freshtm,1,both,7,False,True,False,False,False
提臀褲,1,both,3,False,False,False,False,False
進擊,1,both,2,False,False,False,False,False
豊盈,1,desc,2,False,False,False,False,False
精涼,1,desc,2,False,False,False,False,False
曲線褲,1,desc,3,False,False,False,False,False
白類,1,both,2,False,False,False,False,False
學透氣,1,both,3,False,False,False,False,False
用車架,1,desc,3,False,False,False,False,False
紗印花,1,desc,3,False,False,False,False,False
健髮浴,1,desc,3,False,False,False,False,False
單束,1,desc,2,False,False,False,False,False
植敏映光,1,desc,4,False,False,False,False,False
敏柔,1,desc,2,False,False,False,False,False
粘性,1,desc,2,False,False,False,False,False
不滴,1,both,2,False,False,False,False,False
精華飲,1,desc,3,False,False,False,False,False
無痕丁字褲,1,desc,5,False,False,False,False,False
防護霜,1,desc,3,False,False,False,False,False
無痕丁,1,both,3,False,False,False,False,False
字褲,1,both,2,False,False,False,False,False
男孩款,1,both,3,False,False,False,False,False
io,1,desc,2,False,True,False,False,False
反饋感,1,both,3,False,False,False,False,False
紫杉醇,1,desc,3,False,False,False,False,False
齒形,1,both,2,False,False,False,False,False
零著,1,both,2,False,False,False,False,False
氣淨化,1,both,3,False,False,False,False,False
兒童牙,1,desc,3,False,False,False,False,False
檀君牙科大學,1,both,6,False,False,False,False,False
離子牙,1,desc,3,False,False,False,False,False
n65,1,desc,3,False,False,False,False,False
opx,1,both,3,False,True,False,False,False
抗屑勁爽,1,desc,4,False,False,False,False,False
損護髮霜,1,desc,4,False,False,False,False,False
愛玩水,1,desc,3,False,False,False,False,False
拉鋸,1,both,2,False,False,False,False,False
使命感,1,both,3,False,False,False,False,False
透膚網紗,1,both,4,False,False,False,False,False
太潔寬版,1,desc,4,False,False,False,False,False
親肌褲,1,desc,3,False,False,False,False,False
惹火簍空,1,both,4,False,False,False,False,False
牙寶寶,1,both,3,False,False,False,False,False
肩負起,1,both,3,False,False,False,False,False
萬毛牙刷,1,both,4,False,False,False,False,False
膠握柄,1,both,3,False,False,False,False,False
cardtie,1,both,7,False,True,False,False,False
波士頓,1,desc,3,False,False,False,False,False
通勤族,1,both,3,False,False,False,False,False
舒關,1,both,2,False,False,False,False,False
抒視圈,1,desc,3,False,False,False,False,False
接骨木莓,1,both,4,False,False,False,False,False
淨益,1,desc,2,False,False,False,False,False
骨氣,1,both,2,False,False,False,False,False
水餃包,1,desc,3,False,False,False,False,False
手織,1,desc,2,False,False,False,False,False
tg型,1,both,3,False,False,False,False,False
寶深,1,desc,2,False,False,False,False,False
鑽研,1,both,2,False,False,False,False,False
親膚服貼,1,both,4,False,False,False,False,False
39多,1,both,3,False,False,False,False,False
烘炸,1,both,2,False,False,False,False,False
拜袋鼠,1,both,3,False,False,False,False,False
molecules,1,both,9,False,True,False,False,False
selection,1,both,9,False,True,False,False,False
monde,1,both,5,False,True,False,False,False
胃腸,1,both,2,False,False,False,False,False
雙健字號,1,both,4,False,False,False,False,False
a.a.,1,both,4,False,False,False,False,False
總膽固醇,1,both,4,False,False,False,False,False
素人體,1,both,3,False,False,False,False,False
太珍香,1,desc,3,False,False,False,False,False
醫學會,1,both,3,False,False,False,False,False
迅捷,1,desc,2,False,False,False,False,False
雙薑黃,1,desc,3,False,False,False,False,False
curcumin,1,both,8,False,True,False,False,False
沙灘球,1,desc,3,False,False,False,False,False
固元氣,1,both,3,False,False,False,False,False
茄紅素,1,both,3,False,False,False,False,False
蕁麻根,1,desc,3,False,False,False,False,False
水果餅,1,desc,3,False,False,False,False,False
自然風味,1,both,4,False,False,False,False,False
豆消化餅,1,desc,4,False,False,False,False,False
a&e,1,both,3,False,False,False,False,False
oligonol,1,both,8,False,True,False,False,False
雨生,1,both,2,False,False,False,False,False
mg+zeaone,1,both,9,False,False,False,False,False
成癮性,1,both,3,False,False,False,False,False
c3,1,both,2,False,False,False,False,False
zz,1,both,2,False,True,False,False,False
大專利,1,both,3,False,False,False,False,False
bioperine,1,both,9,False,True,False,False,False
boswellin,1,both,9,False,True,False,False,False
上帝,1,both,2,False,False,False,False,False
®訶子,1,both,3,False,False,False,False,False
-ayuflex,1,both,8,False,False,False,False,False
聖果,1,both,2,False,False,False,False,False
二雙,1,both,2,False,False,False,False,False
turmacin,1,both,8,False,True,False,False,False
肥胖,1,both,2,False,False,False,False,False
肉酸,1,both,2,False,False,False,False,False
綠瑪黛,1,both,3,False,False,False,False,False
der40g,1,desc,6,False,False,False,False,False
雙肽膠,1,desc,3,False,False,False,False,False
周美容儀,1,desc,4,False,False,False,False,False
易熟易,1,both,3,False,False,False,False,False
冰梅,1,desc,2,False,False,False,False,False
红藜,1,both,2,False,False,False,False,False
清益,1,desc,2,False,False,False,False,False
糧莘,1,desc,2,False,False,False,False,False
製製成,1,both,3,False,False,False,False,False
otis,1,desc,4,False,True,False,False,False
c1000,1,desc,5,False,False,False,False,False
智慧型益,1,both,4,False,False,False,False,False
ex49g,1,desc,5,False,False,False,False,False
gks,1,both,3,False,True,False,False,False
王孅益薑黃,1,desc,5,False,False,False,False,False
糙蝦,1,desc,2,False,False,False,False,False
酸櫻,1,desc,2,False,False,False,False,False
純雞,1,desc,2,False,False,False,False,False
視利,1,desc,2,False,False,False,False,False
桃乾,1,desc,2,False,False,False,False,False
優適,1,desc,2,False,False,False,False,False
酚素,1,both,2,False,False,False,False,False
芝麻木,1,both,3,False,False,False,False,False
船井全效,1,desc,4,False,False,False,False,False
鑰膠原,1,both,3,False,False,False,False,False
代謝配方,1,both,4,False,False,False,False,False
新纖,1,both,2,False,False,False,False,False
e.f.t,1,both,5,False,False,False,False,False
皮下,1,both,2,False,False,False,False,False
體脂率,1,both,3,False,False,False,False,False
人體實,1,both,3,False,False,False,False,False
kfda,1,both,4,False,True,False,False,False
韓三國,1,both,3,False,False,False,False,False
kanebo,1,desc,6,False,True,False,False,False
阻控,1,both,2,False,False,False,False,False
停滯,1,both,2,False,False,False,False,False
翔禹,1,desc,2,False,False,False,False,False
義大利比薩,1,both,5,False,False,False,False,False
生外,1,both,2,False,False,False,False,False
薑辣素,1,both,3,False,False,False,False,False
superplus,1,desc,9,False,True,False,False,False
潮機率,1,both,3,False,False,False,False,False
sifos,1,both,5,False,True,False,False,False
epa+,1,both,4,False,False,False,False,False
美秘海,1,desc,3,False,False,False,False,False
輔酵素,1,desc,3,False,False,False,False,False
卸眼露,1,desc,3,False,False,False,False,False
參香,1,both,2,False,False,False,False,False
奈米鈣,1,both,3,False,False,False,False,False
起司餡,1,both,3,False,False,False,False,False
dha+ps,1,desc,6,False,False,False,False,False
抓撐,1,both,2,False,False,False,False,False
鋁模,1,both,2,False,False,False,False,False
素炸醬,1,desc,3,False,False,False,False,False
t6-cob,1,desc,6,False,False,False,False,False
用缸,1,both,2,False,False,False,False,False
虎維尼,1,desc,3,False,False,False,False,False
豆瓣香,1,both,3,False,False,False,False,False
跳跳虎,1,both,3,False,False,False,False,False
迎新,1,desc,2,False,False,False,False,False
虎萌虎,1,desc,3,False,False,False,False,False
鮮甜味,1,both,3,False,False,False,False,False
保留住,1,both,3,False,False,False,False,False
炸醬塊,1,desc,3,False,False,False,False,False
榛果白,1,desc,3,False,False,False,False,False
黃瓜絲,1,both,3,False,False,False,False,False
宇宙級,1,both,3,False,False,False,False,False
雙味,1,both,2,False,False,False,False,False
無所不在,1,both,4,False,False,False,False,False
繽紛樂,1,desc,3,False,False,False,False,False
涼感體,1,desc,3,False,False,False,False,False
名物,1,desc,2,False,False,False,False,False
茶風,1,both,2,False,False,False,False,False
意向,1,both,2,False,False,False,False,False
乾丁,1,desc,2,False,False,False,False,False
雙茶會,1,desc,3,False,False,False,False,False
威森,1,desc,2,False,False,False,False,False
便座,1,desc,2,False,False,False,False,False
滋陰,1,both,2,False,False,False,False,False
pe169s,1,desc,6,False,False,False,False,False
deco,1,desc,4,False,True,False,False,False
梅果,1,both,2,False,False,False,False,False
勤,1,both,1,True,False,False,False,False
整潔易,1,both,3,False,False,False,False,False
轉彎,1,both,2,False,False,False,False,False
障礙物,1,both,3,False,False,False,False,False
地機,1,desc,2,False,False,False,False,False
吸掃,1,desc,2,False,False,False,False,False
rasto-ac,1,desc,8,False,False,False,False,False
氣化,1,both,2,False,False,False,False,False
s1836wp,1,desc,7,False,False,False,False,False
噴桿,1,both,2,False,False,False,False,False
沐浴水,1,desc,3,False,False,False,False,False
hs337gp,1,desc,7,False,False,False,False,False
hs337wp,1,desc,7,False,False,False,False,False
hs170wp,1,desc,7,False,False,False,False,False
保水豐盈,1,both,4,False,False,False,False,False
熱省,1,both,2,False,False,False,False,False
溫控護髮,1,both,4,False,False,False,False,False
bhd,1,desc,3,False,True,False,False,False
柔順光亮,1,both,4,False,False,False,False,False
排油煙,1,both,3,False,False,False,False,False
兒童魚,1,desc,3,False,False,False,False,False
康明,1,desc,2,False,False,False,False,False
高人,1,both,2,False,False,False,False,False
amino潤姬,1,desc,7,False,False,False,False,False
雷蒙德,1,both,3,False,False,False,False,False
素彩,1,desc,2,False,False,False,False,False
800iu,1,both,5,False,False,False,False,False
車組,1,desc,2,False,False,False,False,False
冷熱泡,1,both,3,False,False,False,False,False
吸貼,1,both,2,False,False,False,False,False
家家生,1,desc,3,False,False,False,False,False
緩釋維,1,both,3,False,False,False,False,False
妍粉,1,desc,2,False,False,False,False,False
美顏益,1,desc,3,False,False,False,False,False
蕃茄味,1,both,3,False,False,False,False,False
滷條,1,desc,2,False,False,False,False,False
folic,1,desc,5,False,True,False,False,False
盟葉酸,1,desc,3,False,False,False,False,False
養外,1,both,2,False,False,False,False,False
美妍素,1,desc,3,False,False,False,False,False
紗奈,1,desc,2,False,False,False,False,False
肌粉餅,1,desc,3,False,False,False,False,False
iron,1,desc,4,False,True,False,False,False
chelate,1,desc,7,False,True,False,False,False
合鐵,1,desc,2,False,False,False,False,False
愛司盟紅妍,1,desc,5,False,False,False,False,False
turmeric,1,desc,8,False,True,False,False,False
清夫,1,both,2,False,False,False,False,False
醫醫,1,desc,2,False,False,False,False,False
虫,1,desc,1,True,False,False,False,False
優勢菌,1,both,3,False,False,False,False,False
3益菌,1,both,3,False,False,False,False,False
蛋白益,1,desc,3,False,False,False,False,False
立清,1,desc,2,False,False,False,False,False
yoho,1,desc,4,False,True,False,False,False
固步勇,1,desc,3,False,False,False,False,False
山竹果,1,both,3,False,False,False,False,False
健穩,1,desc,2,False,False,False,False,False
愛司盟維,1,desc,4,False,False,False,False,False
草子,1,desc,2,False,False,False,False,False
鮮黃金,1,desc,3,False,False,False,False,False
辣蒜蓉,1,desc,3,False,False,False,False,False
製備,1,both,2,False,False,False,False,False
信息,1,both,2,False,False,False,False,False
再憶,1,desc,2,False,False,False,False,False
lecithin,1,desc,8,False,True,False,False,False
歐森好立善,1,desc,5,False,False,False,False,False
性福,1,both,2,False,False,False,False,False
seeds,1,desc,5,False,True,False,False,False
pumpkin,1,desc,7,False,True,False,False,False
南瓜籽,1,desc,3,False,False,False,False,False
沐洗,1,both,2,False,False,False,False,False
統稱為,1,both,3,False,False,False,False,False
pfi,1,both,3,False,True,False,False,False
動植物體,1,both,4,False,False,False,False,False
氨基丁酸,1,both,4,False,False,False,False,False
莤,1,desc,1,True,False,False,False,False
莤草,1,desc,2,False,False,False,False,False
灰卡其,1,desc,3,False,False,False,False,False
冰沙栗,1,desc,3,False,False,False,False,False
佳麗寶光,1,desc,4,False,False,False,False,False
亮灰黃色,1,both,4,False,False,False,False,False
灰米,1,desc,2,False,False,False,False,False
6n,1,desc,2,False,False,False,False,False
燦透皙,1,desc,3,False,False,False,False,False
4gn,1,desc,3,False,False,False,False,False
a01-k,1,desc,5,False,False,False,False,False
特趣,1,desc,2,False,False,False,False,False
舒敏奇,1,both,3,False,False,False,False,False
增高器,1,desc,3,False,False,False,False,False
噴霧質,1,both,3,False,False,False,False,False
微亮,1,both,2,False,False,False,False,False
南義,1,both,2,False,False,False,False,False
酷玩,1,desc,2,False,False,False,False,False
多髮量,1,desc,3,False,False,False,False,False
中粗髮,1,both,3,False,False,False,False,False
酷豐盈,1,desc,3,False,False,False,False,False
寬髮,1,both,2,False,False,False,False,False
tb550atw,1,desc,8,False,False,False,False,False
特素,1,both,2,False,False,False,False,False
紅片,1,desc,2,False,False,False,False,False
保護網,1,both,3,False,False,False,False,False
磨砂粒,1,both,3,False,False,False,False,False
精鍊,1,both,2,False,False,False,False,False
rcs,1,both,3,False,True,False,False,False
7oz,1,desc,3,False,False,False,False,False
潔凝露,1,desc,3,False,False,False,False,False
蘑菇球,1,desc,3,False,False,False,False,False
外潤罩,1,both,3,False,False,False,False,False
鎖濕,1,both,2,False,False,False,False,False
柔潤亮澤,1,both,4,False,False,False,False,False
綠茶菁,1,both,3,False,False,False,False,False
銀橘,1,desc,2,False,False,False,False,False
鹽類,1,both,2,False,False,False,False,False
鹽提味,1,both,3,False,False,False,False,False
潤澤柔順,1,both,4,False,False,False,False,False
柿單寧,1,both,3,False,False,False,False,False
白髮根,1,both,3,False,False,False,False,False
順光,1,both,2,False,False,False,False,False
深莓,1,desc,2,False,False,False,False,False
萃婦,1,desc,2,False,False,False,False,False
麗霜,1,desc,2,False,False,False,False,False
萃髮,1,desc,2,False,False,False,False,False
糖灰棕,1,desc,3,False,False,False,False,False
聰慧,1,both,2,False,False,False,False,False
柔捲,1,desc,2,False,False,False,False,False
沖髮膜,1,desc,3,False,False,False,False,False
蓬鬆水,1,desc,3,False,False,False,False,False
玫麗,1,desc,2,False,False,False,False,False
深紫棕,1,desc,3,False,False,False,False,False
5ru,1,desc,3,False,False,False,False,False
黑醋栗棕,1,desc,4,False,False,False,False,False
萃控油,1,desc,3,False,False,False,False,False
深紅棕,1,desc,3,False,False,False,False,False
方宜昌,1,desc,3,False,False,False,False,False
nl,1,desc,2,False,True,False,False,False
靈補色筆,1,desc,4,False,False,False,False,False
愛麗兒,1,desc,3,False,False,False,False,False
魷魚鬆,1,both,3,False,False,False,False,False
茉茉,1,desc,2,False,False,False,False,False
浮力,1,desc,2,False,False,False,False,False
星辰花,1,both,3,False,False,False,False,False
潤澤美,1,both,3,False,False,False,False,False
順髮梳,1,desc,3,False,False,False,False,False
nippi,1,both,5,False,True,False,False,False
梳利,1,both,2,False,False,False,False,False
直亮,1,both,2,False,False,False,False,False
淨謐花香,1,both,4,False,False,False,False,False
晨花,1,both,2,False,False,False,False,False
具備有,1,both,3,False,False,False,False,False
超視王,1,desc,3,False,False,False,False,False
淺亮,1,desc,2,False,False,False,False,False
蓬捲,1,desc,2,False,False,False,False,False
情絲水,1,desc,3,False,False,False,False,False
直卷,1,desc,2,False,False,False,False,False
輕透明亮,1,both,4,False,False,False,False,False
奶金,1,desc,2,False,False,False,False,False
淺啡,1,desc,2,False,False,False,False,False
漂色,1,desc,2,False,False,False,False,False
冷萃棕,1,desc,3,False,False,False,False,False
瑪瑙,1,desc,2,False,False,False,False,False
縷縷,1,desc,2,False,False,False,False,False
極品香煎,1,desc,4,False,False,False,False,False
米灰棕,1,desc,3,False,False,False,False,False
朝霧亞麻,1,desc,4,False,False,False,False,False
歐詩,1,desc,2,False,False,False,False,False
蓬捲慕絲變直,1,both,6,False,False,False,False,False
專用髮凝乳,1,desc,5,False,False,False,False,False
強黏,1,desc,2,False,False,False,False,False
香煎,1,both,2,False,False,False,False,False
糖奶茶,1,desc,3,False,False,False,False,False
甜朗姆香,1,both,4,False,False,False,False,False
水泥級,1,desc,3,False,False,False,False,False
灰豬,1,desc,2,False,False,False,False,False
髮觸,1,both,2,False,False,False,False,False
氣髮,1,both,2,False,False,False,False,False
接空,1,both,2,False,False,False,False,False
油潤髮乳,1,desc,4,False,False,False,False,False
可可慕斯,1,desc,4,False,False,False,False,False
醇濃,1,desc,2,False,False,False,False,False
芝麻鎂,1,desc,3,False,False,False,False,False
聰敏,1,desc,2,False,False,False,False,False
素鐵錠,1,desc,3,False,False,False,False,False
mannose,1,desc,7,False,True,False,False,False
盟蔓越莓,1,desc,4,False,False,False,False,False
美妍力,1,both,3,False,False,False,False,False
卡滋楓糖,1,desc,4,False,False,False,False,False
vitb,1,both,4,False,True,False,False,False
鐵口,1,desc,2,False,False,False,False,False
大者,1,both,2,False,False,False,False,False
熬夜族,1,both,3,False,False,False,False,False
發酵飲,1,desc,3,False,False,False,False,False
主菌株,1,both,3,False,False,False,False,False
周重煥,1,both,3,False,False,False,False,False
按摩儀,1,desc,3,False,False,False,False,False
淺焙茶,1,desc,3,False,False,False,False,False
抗醣活性,1,both,4,False,False,False,False,False
糖化,1,both,2,False,False,False,False,False
謝膠囊,1,desc,3,False,False,False,False,False
酵代,1,desc,2,False,False,False,False,False
動動速,1,desc,3,False,False,False,False,False
閃屏,1,both,2,False,False,False,False,False
tovga,1,desc,5,False,True,False,False,False
首爾醫療中心,1,both,6,False,False,False,False,False
專利菌株,1,both,4,False,False,False,False,False
活動能,1,both,3,False,False,False,False,False
長庚,1,both,2,False,False,False,False,False
montmorency,1,both,11,False,True,False,False,False
市佔率,1,both,3,False,False,False,False,False
成真,1,both,2,False,False,False,False,False
富錦鎂,1,desc,3,False,False,False,False,False
吞服,1,both,2,False,False,False,False,False
藻油,1,both,2,False,False,False,False,False
明藻油,1,desc,3,False,False,False,False,False
元易易,1,desc,3,False,False,False,False,False
醫維生素,1,desc,4,False,False,False,False,False
埋,1,both,1,True,False,False,False,False
精鋅錠,1,desc,3,False,False,False,False,False
ndi,1,both,3,False,True,False,False,False
蠔蜆,1,desc,2,False,False,False,False,False
忌糖,1,both,2,False,False,False,False,False
✚果寡糖,1,both,4,False,False,False,False,False
包✚,1,both,2,False,False,False,False,False
好菌數,1,both,3,False,False,False,False,False
廠菌數,1,both,3,False,False,False,False,False
包出,1,both,2,False,False,False,False,False
慈悅,1,both,2,False,False,False,False,False
原生菌種,1,both,4,False,False,False,False,False
型菌,1,both,2,False,False,False,False,False
煤體,1,desc,2,False,False,False,False,False
冰酷,1,both,2,False,False,False,False,False
國寶級,1,both,3,False,False,False,False,False
活頭皮,1,desc,3,False,False,False,False,False
繡線菊,1,both,3,False,False,False,False,False
優萃,1,desc,2,False,False,False,False,False
awards,1,both,6,False,True,False,False,False
薄荷繡線,1,desc,4,False,False,False,False,False
濾袋,1,both,2,False,False,False,False,False
萃養髮,1,desc,3,False,False,False,False,False
夏草,1,both,2,False,False,False,False,False
冬蟲,1,both,2,False,False,False,False,False
菊苣益生菌,1,both,5,False,False,False,False,False
四逸,1,both,2,False,False,False,False,False
cc260ml,1,desc,7,False,False,False,False,False
助緩,1,both,2,False,False,False,False,False
沙龍豐盈,1,desc,4,False,False,False,False,False
幸柔,1,desc,2,False,False,False,False,False
扁場,1,both,2,False,False,False,False,False
orealparis,1,both,10,False,True,False,False,False
水潤蓬鬆,1,both,4,False,False,False,False,False
宣護,1,desc,2,False,False,False,False,False
青提,1,desc,2,False,False,False,False,False
羽衣甘藍,1,both,4,False,False,False,False,False
植敏水潤,1,desc,4,False,False,False,False,False
染膏,1,both,2,False,False,False,False,False
咖柏斯,1,desc,3,False,False,False,False,False
hair豐盈,1,desc,6,False,False,False,False,False
面泥,1,desc,2,False,False,False,False,False
熱護髮,1,desc,3,False,False,False,False,False
楓糖香,1,both,3,False,False,False,False,False
炫藍,1,desc,2,False,False,False,False,False
體香劑,1,desc,3,False,False,False,False,False
冰振活炭,1,desc,4,False,False,False,False,False
tune,1,both,4,False,True,False,False,False
sebo,1,both,4,False,True,False,False,False
解倦容,1,both,3,False,False,False,False,False
兩千萬,1,both,3,False,False,False,False,False
幻彩版,1,desc,3,False,False,False,False,False
逆時賦,1,desc,3,False,False,False,False,False
tracydora,1,desc,9,False,True,False,False,False
舒氧髮浴,1,desc,4,False,False,False,False,False
豐盛版,1,desc,3,False,False,False,False,False
