ShopMemberId,NAPL_1,NAPL_2,NAPL_3
fHjojA9tmY9e8IVD3oxaL3MPrE+VpQLKXPUD45i+q8g=,R,R,A
Ah+KhYvapO5z3OdjaCpZKzPj8wM+EjgOPNnlnAdsdGg=,A,S,A
T4AS9yx5cyKQBg4PZPrKaH2GwVJgr/SFoFHKrI8uaVU=,L,S,A
DcEDBiRJ+zwWwVpSrDjxBp0xdWCEBBXQt9+M94U85Co=,R,R,A
05FTDxSIC91wy10Y1+LszAwAqkqnX2nnv3CdqFX93zY=,R,R,A
o7oEw5vjiyWWgTppwxk2v+DW5pyNobY2IMMn3K4fdiY=,P,S,A
PshOHJIKs1Zw/4OVNjzDuEP/4d/MrLkkwuIoqLG2viI=,A,S,A
mxhIVnmQYTVY9Zqi4YNdeqp72KGyT3a3hfdZBJQjxVI=,A,A,A
NEIO47CE7FMX5ZWnJMHRA4zwVHmShpxVhgMny2qk6BU=,P,S,A
IJwJHAz/6zKdH4R0FDET30S5iZEdqMiinZX4vyVV67M=,P,P,A
NTNaVOvUqyzhnWC06oTzKmhRNEZbChkZQEunDA2VP8M=,A,P,A
7BZU5pM0EMy3Hlv/4oBwjVT7I0cJw0eQtnbbSn/Eg5o=,A,P,A
8o9I1TDJ07fZ7hICNX1ohZExcNEAaWE2+Me43yI6qo8=,R,R,A
iFPvqXZRb/4YYWcZ6Un0Cl6UPNkq17Aq53Ba34dTVQM=,S,P,A
E5qfuCCCVnibp6ps0RO6ZeFwt06cn2mtRM8BFKxb22U=,R,R,A
dcJJhVUfNlbg+PWxZevtmxyF8+DndUxjHOHMRK9MC48=,R,R,A
iHTBrOjmiTKyVNPHqj64PwSpxmABEq5fSvQgIHGzcWU=,R,R,A
5vton3CvqajEkohwpLmwBtGtz13vy1dCw2Jbki5xgZo=,R,R,A
PPEZW4kKQ3nNrGhe6jltJb/aFMbjb5luNVRS+1l3BGo=,A,P,A
vWVjP67hbNv2KhiHW5FTKsHJZk+p+I43bZZ+wkSnLfw=,R,R,A
UQu/smg7bo9Mv45IOmxJvS6wxN/0jV3kmpzYQVL0aoU=,R,R,A
JcQZLYdhf3F9G7lp/FxVSLlH9Wn76vaPKeaAFV0PjiA=,R,R,A
FckTjuNdIaLkGExtZuiUI2Q6RLJsl6xJGCMNV2xt4vg=,R,R,A
3nrpVsgEC4+A1oM44UeeoYzYFBx/eKh+Kc14TZrpg/A=,N,P,A
sUaNWYbUEwrU1iiFnMwfmAW8wQInGh+GgNTlNSfL0iI=,R,R,A
jrhd3BVY80UYRgJ2XvkMDIVD0XspowR5DHjOZEi26Dk=,R,R,A
CMRhLOagO3R0iMzpETjDQtUgIfcVCxz2QZBM17n5w5Q=,R,R,A
+gOnWKF+mTnC2q700r40FSoJNsXunhgxr4S6KjeXWHs=,R,R,A
+ZNaWLwkeqGOM0IQlZtnaC+ZucucTtRGaWefS1ysgd8=,S,S,A
aoa0D42zzKQMnd3J3VgKbHKaJtggQZQgsmyR6AzeSmA=,R,R,A
NMjdOUrvEwQSybyl9PPCWA0EE2ZjAiT9qhmVs9Io63M=,P,S,A
rfVHI9+KEiIx3+zOiJTlajjjgbm1xKlBxA5VjQlYPjk=,A,P,A
IFTvAjC0GzV2ZM1/8vCB9yXCgZzcM+z/FsAYOXVHazI=,R,S,A
rdI6PhfaIP1RDwk0A8uMf9P1hYPjgb3mXShL7qWqqSQ=,P,P,A
zCE7YtE9OapUoIB8fK8Yzvo59YAz5HrNf6HSwAhLSk4=,R,R,A
hbSK2FJtuw972HgixlAYIoc/PVOgOOCLVLo/YE3hc48=,R,L,A
lBe0HEt63QBmhWCAFpusckVplTqoRaGZ5xABWkTvT4k=,A,P,A
xI9XwNQod63n8c/7NofE226KYzH5qG6CdXV1a/RieD0=,S,S,A
enCKqosFbJC5s2mlWxq0aXSvjX+mYO5UNx/gU9P8PJ8=,R,R,A
efpFXcW0nbYWlq96k0Osx4foXJoLZfRu/yT1EqSTuDU=,R,R,A
Lbc11bW+YDQZVJwFm55Wml8X8o3yeIjHnDQ0AscbccQ=,R,R,A
iUPCvdQA0QKeATRhEFFAav0Ja55vFJhR/KZjFwaDAzQ=,R,R,A
4utm3XAz5rIJONdPVBrFY1m6RzmwrPDw4cXvpwziBqU=,R,L,A
qPToZxbV9gVcSjBNT0pplV2k0DoDpf7H0aH9NXDbjm8=,R,R,A
xp+RxyH0dHLERaHbVySsYhZELl2QQDdZzkDVHkba4x0=,R,R,A
v8xvNLdOO2/U22TP1QYzbNjvTXeKJkieh/PuxnEJriI=,R,R,A
lLTbdPLkCXxVqN/Jc/wf6K5i/CElnM03r4Gkkflj+5U=,R,R,A
4jcqko5Kuq3cdxaEyjjXIJS/Lxydvp5jopkb6aSIFrc=,R,R,A
jZXQk8i5ozgojyqsXzR9Zjfvn1fBwwKNdBTbY1yj+m0=,R,R,A
U/2WGTOM5ptJ0MQ/vB4mO47WL5+fdWVejLOMA7R9AaI=,P,S,A
hCfdtYYDG8klVH1XkaRioe9yPO8hOQ3zFKM1jmrIIGc=,R,R,A
7WFzN/kvzrGb5LnSJz50Z5xNa2SZ+NpwLSvD/JUYkmg=,R,R,A
ATNQyNtIGLN24V7Ks5wiY60S/Tm8KHSCR63oL/eHyJg=,A,S,A
w/0+EioyIxRA0P7oChsTvkicyztrPMHOYlFCxR49aGc=,S,S,A
nF6lgvXZNg7mpZEtaZh/W7B/jPSMyNM4ZfR2vlXSXLg=,R,N,A
uqrVA7Tk/honUjKSBudnPxri6sfUMpKIPOSizRn0KDs=,P,A,A
BCQuVUO3H2mJuHX7kMqUsF8/1Q4bjulqOUuhD+hg8oI=,S,S,A
Z0gy5Wg0xZvjuM7/FLdUBd+Nv019GyiMFIC8p4xDSIo=,S,S,A
vWVjP67hbNv2KhiHW5FTKt0OC1l5mJ+RVGz3BKzaZPw=,L,S,A
J74NR1XIAzk0hfgxKADZ0yjYG+zoJk5ZO3dkxIcypGA=,R,R,A
Zx6Qy36dRM2BVpoX2fNzXKVy7rYozxMfBdkp4cMGvLc=,R,R,A
KZJ6W7vwf82MZOGS5rcWpVsFdwtIGk+n3UnkKREMgmc=,R,R,A
/pWKdIvEMU7LbCGmB4jrPrXDeZUdlyGmqqk9oEu71Is=,S,P,A
OmadjgFW9QNYO5l9AM1xPliXn3XDU6Dq0oRNgQuVB5g=,A,P,A
sRPJ3WLyYsS7paEPm3J/d5VJVGAKzVYq7FkskGMLA1s=,S,S,A
Femls6ZrSM/Gl474V9HIfcPdfohK45z6SSFoD/6h1FA=,A,A,A
RbkhirBEXki1OE+0r7IClXyEY5hhSWy9o56DrEBLDFo=,R,R,A
qpDPXqYw93inaQDFBLdjqaA79Iwt5k1jsu3ZTQOUiUw=,S,S,A
lR6TEdt16xL9PXciX5Tn4MVkJQWSvfACHvnzhZhSMxY=,A,P,A
CGkVP2qAlh8sK2waXrjn1HccI/+a3snQ8LZO71fSWLc=,P,S,A
tUtrPfQDLtlhINSjAMQiPuTqzlvEWURfWz7Ld7hh4sc=,R,R,A
0PJCQqQhdcMPiU4RG1l+fejjVbU8H7ElLOVxG7x2k4w=,R,R,A
Lii/1WLtzxkCwhLJJ1Olr6IKDn0nsWVuHVyAG+m8LiU=,P,S,A
LJwfZ91SXyp9yslhD8ZufBKVuH88xXMHVQCrGN36XKs=,A,A,A
EuNiRTpb1RIfPI8F+gAkOZHt56jtd7h03ltHVWGhGMI=,A,A,A
S80k14kw9ZN2YWFZwvljbqy0kRxCz137BfSW+7Ho0Dk=,S,S,A
kh1xN7ydAFoK4/BksFXw7dOISMEDHCoTsFwsLYbbQQk=,R,L,A
WRy4jrS8JIRXqYXZdybGv68NkqEmx8asqg53D/a7Ak8=,P,A,A
bprXpctfpPFW4WMkqvResJqVW1cbOqQkpcw9Hl7EV8g=,R,R,A
oZ1p0+3LHzLCQSACJekRB09TVA+xGxH6KppHjaPXN8A=,R,R,A
Kdr41gUBKHmFUhxzE1OGF/lA2eqxfXNFkvwDeQ5VtLU=,R,R,A
oiq6l13hyB2Ca7GtBYyNl2FfceO51ieUUPi0RKr6YZA=,R,R,A
1Wy9ZIDrTtjJt2IR55inVOWdLdv01zyR5EshW3HOnqk=,A,A,A
bnhmzocYjyOJWjCrNoIM+QSjXcPXw8Eia6DJ6dWMZdY=,R,R,A
+3o8DUscaLlsCFZ9WeNuwXGPJLZ3vblO3vOk13q2amU=,P,P,A
2Wnm02KdT+QaIBVHxsjjdxm2ZYxm5Cp61Sn9/7irByI=,A,P,A
Ah5JAiThvUW2Alqi0MuSLfEkzpyrXKqJ4fZIaFOzwZ4=,R,R,A
C4GGUin0Zx5/ew2AW2LjRtWfKhY8igy/+YqYZOfir0A=,S,S,A
MrXeMOrzuTba2+JLBl00HXSBUA/Z6D5QArzy9cLurQY=,R,L,A
/zgG5NHpLMqLuTTRpFmMqdSjIJOkWPDgmZDTchHDHpM=,A,A,A
2OYGPYlYUtPt0GfqELhn6tuWAVr5uvqhd8YfbTTSFvw=,A,A,A
6iNg/HozeX6XsOFy3Xw6SQzvaqFM5hz6z4L0UKWYlIU=,L,A,A
BcaHPszuj3IDkiOYB/AxpoeiYSYkzGxiLYLDsoUpFUY=,R,R,A
7v25gWiV5VrcuYeEis59VBE3XYwIMciNsK6Ct2rneqw=,R,R,A
wUfIugQBqAMnTkb7ixcmSLH6yeJJ+iYtK3QCrCMWLwI=,P,P,A
PPEZW4kKQ3nNrGhe6jltJbcwhZo5hAsuo0qwZY7Htpk=,L,A,A
blBtkln0IuAM05++ZHR66WIa/J0uwR4LON2PMHc6NGQ=,R,R,A
ZUYo3VGy5N+b8ufAhJiYs+T47rwuvSmYvQbiwHkB7DE=,S,S,A
K8dAU/mXiGdpcA89jAL7Jrk7Mnb4vLf891i2EQ9+FlE=,R,R,A
X8VeOyWX4WrAxBwzIi96Ty7vGIupTguC8I2S49yFC+c=,R,R,A
nm2cs/w4mpf5JdGThXosvo8PI4Zxo9C7AGGeWh1E5SE=,L,A,A
8V07eq7gZUBSnsvEibMmUKv4cRtGWWoBVy8YlPghfWM=,S,S,A
KMiF6zGuTXxiDKSKTH8jxWQqPSbWcDEN16XUA2o4Z9s=,L,S,A
f4PUrdyeE9eKYMUi9Svtrr+8XvNIQCX/MjynNLJ4Vas=,R,R,A
JXv+KhGBvcXYKEJsqmOxXDQHNKTh8w3nV7BSlIYqme0=,R,R,A
/DD0f1WSuVPqp8p/HRaPGlJJJXb+T7hSUl3h47ELN9g=,R,A,A
oNunfsoiSRoQrNOELT+hHAETvUCE5TB99EPPb2nTLj4=,R,P,A
+aRkn/wfeXvtkfE58Sbfkgwgryu9awl7vX+a/LoyB8U=,R,N,A
fuYdA/8rTeWcQCHMIzbrpV6odtMVfWznS7cDLLyAXSo=,R,R,A
cMYg7D9HcNOa0FeKbYmBOwqAJc4hyDO5B3Xs5npqIk8=,R,R,A
8VyweJZgR9+wmnXyoxHOEjz3htqydJC+CPNiW3WRqoo=,R,N,A
fo6vMQXiWNK9enaLC1bV1K+AN6X0z22q8oRCVkaenqI=,R,R,A
nJVHQEVlHOUutySpdPJ92+2BB6OZ6JFuTbh0cBDb3Ew=,R,R,A
v3/FDidMOhgIX7Rmug+MIDaf0xe6lcTfrSkmOCIahE4=,N,A,A
TNFg2Fcj6mtYLZkDec+GObTbfHaEJSgFu6d+ZvzvGsc=,R,R,A
L329NM5DtfZgzL5Kdp/h1OWHUrElCCRd+6y2nRcVL2k=,R,N,A
4pXC8N6HGRLJltO73Sqzn+1u8a3NI2EPOiJBAB6ntUE=,P,A,A
sNm1tktEUOwXjkb5eSUH7YDfOxK+MfDToQWAuvNv65k=,R,R,A
pJUM8OK7UyRY2DiCKv2GLUHveNi2c07USyy9kKhri2g=,P,A,A
rJEP+Br9j/KBy3tkxfzwr8osDvOnQV5vz8/d8nO/j3M=,R,R,A
g8ZLiSBuZgTuO/2ZXr6Xb/8jthHIjn0gHYWHKwmcyDI=,R,R,A
OVwrdTYxhQX1YrhMvHOBLnJTMqM6PbBty4vd/x/rIF0=,A,S,A
T9QVf5QVryqXW+ye++Sgm03eUEQdg5OJF/btwUunF5Q=,S,S,A
HSk9ugVyF42iKypn+LVZcZYD2HJDHgBxibFKDg05qog=,R,L,A
U/2WGTOM5ptJ0MQ/vB4mOwUDlToalHPb8A6WoLQRpTY=,R,R,A
xXr6aWrAau37hiTFtstoz8fe5+in3UuKVutGbi7d3XI=,P,P,A
ENgH/NHu8dPLJYjNMPs/3Yy9gf2PhppxeeSIdfNZTV4=,R,R,A
7nV3ZrztVTfm1KSeKiI4271bb7gx1dEXEfGoy/lCSW8=,R,R,A
vCJuzw7HZtSYZVjDN6bClXZVEy7FB9JCZCq9NCeK+XQ=,R,R,A
UJ5kBYBki1A2Lij0bkYInDY0uQvqa2osMavwn6EZF1E=,S,S,A
LDc1RIoIzJkvq9p3Bp75FLUAfKtyLFz+nYcS5JaHZec=,R,R,A
Ji+jqgeK9B+GLnvt7Kn5TEdZoveR1cmFZDKeQOKo4e8=,R,R,A
crOlDGivQtAXSwSOXhXbljxMoZ/EK3VCe9x6zvWU5uI=,S,S,A
pXx8N72f/7rHCByiJaWqRzs5l3cOtAQd9ls6R+xuSAE=,R,R,A
3wnUUswfuCqmhcUno4hgVXpVKRKqUeuQvb/Bf/88IE0=,A,A,A
1kaIgo/sZEqd7jfzuZ6xu/OdWpRFG3KPxrA5L2BEogU=,P,S,A
PEgDPLEtcp2kGhqSDt2xkaXvEAZlg3fAAt+VaKQyBiM=,R,R,A
shsfcrq6hWZcDDQXwrbTMrodh2smxP5sekHDB+R2JYs=,R,R,A
MFIU0P2+qa3Jheeayy7cM+0ze08dAjBtT4bRMwejt4s=,L,P,A
RiloU9L361GfPiprqktSV3+qq67AfF5l6S5pVnoO/l4=,A,P,A
9v1VW9QSLwFYac4Pb0jEhaOZZ0fZwoAXxhhzHGCwivQ=,R,R,A
mxhIVnmQYTVY9Zqi4YNdegJlr73xXyOK+ZDavRRoR+w=,A,P,A
lBe0HEt63QBmhWCAFpuscp8PL0pGfFc9v9P1vMKrXAU=,S,S,A
QoBhbAk4zZtM3+k+IDyge75dG4XNBAYwgDRIO3VkiVY=,R,R,A
7vZjVhBD6VyHOOt7bZ2UtoQCFRHrY07dhbnjdVkOcq8=,L,P,A
dO26XxaNGBmnN5ZKcLe7Gti8P6bXcdDckBlcpwzX5hA=,R,R,A
BEE1QykNZUQ6VNPmnkoPv4eFiv3Eyej72hqwElSCOTI=,A,A,A
vryS52kEt+InKUn7/emVyZ3EgNADQsDus3AHWafJ0qE=,R,R,A
OBxpLHDtdKE93lIks9Nu0R6MCcJf0NrgXipZ/cJACf0=,R,R,A
//RTxwZqbcOirpWG5e3rOjKragpOaMSIgt3vKEE/8TI=,R,R,A
wCUGrBUSfRnPZqu50H1TBaT/09NGWLzyLmOk28N50hg=,L,S,A
g78PAMRddIkS+dY2rDOabrhvl7KKM5rD61lsmP5AKyQ=,R,R,A
B+4BWwiI3rCm9aF0r2/nDjGIOEVRvKIVtDeVaPjf+3M=,L,A,A
hkgVN+IRLy3eDDqUvszPDbYcb7lNL/nDUIaqkXi0/Pk=,P,A,A
f5nzATpmYn4ytunr/FAn+DJAT3qUXJFor5FyW98Pjzg=,R,R,A
XVOfJ4YQghw4E8IPGicM6tJw5fG/odHKStWGU3RtfII=,A,A,A
0dbpfPhVfgF2f0shjJxkpc1pCA9RP2gtq3/NEhennCQ=,P,S,A
k4CV8aC/ChwWS40T8TDW7TuuZZOw5Cu13hOgA40Dm9E=,P,S,A
R/6dtpwUS//HqItVxrjf775X+ptsBlTkv7A5CnVi4iQ=,R,R,A
CuRRtCxkfdCSyg7moZbEFOpQVXQjpmaVFFr9wPVeIm8=,L,S,A
8e2RPZfHPhED/V8KIznM4aPCmxJp2bvzNFAmvoqUjAM=,R,R,A
f1dI5gPpZfm4UhbcR7mT+GLb6HSIxByW/pkn0G2NBng=,R,R,A
jslMF5aHcnwkT9WWhRs4QSinG/ZxBI0oqQGMznQl7dQ=,R,R,A
y+PrY28gTIYVaWEgNi1ouH/TAYqI1ZLqO/bZy2P+atU=,P,P,A
+E+yTZwiFA+K2IHdA8f/jjbxPjFBkelp27aEkFrhOk0=,R,R,A
kDMvSe9D2W99JBVv5hJujidfR1eRx5Q8ahza3qU8EYE=,R,L,A
FqufItmG8kQbWV2Yhs8MbuShVxBTHy+ZvEcpOdrg4+U=,R,R,A
4YwR4qG5/IZGmIP++iauUE8CDi8PkuPt7Vt/xBmn5ck=,R,R,A
Fmxbo3q5G/Si2vsZfrpFa6CI2A34YS5RhOENGYIOwgM=,N,P,A
w/mlYTYmfeH5Pbcu+sHvUBzJ7VvdJn2RsF/4gcShbNg=,R,A,A
PaaupZMVcgjPFZ4b2+Tc9qs3hWbXMqkLoH00ezM6Y2U=,A,P,A
osM55KK452xAl1zHc5bFdPlRUsHhxop7hK5oYNByrxo=,P,A,A
nbWuV/hRWTslSnAQFjEARTZPGEapCMh3HNQZlsP7es8=,R,N,A
9Vtrj2xzQhj96/Vl6i1uAIbNAvrm6ULtXU12wxgbTiM=,R,R,A
W9QLMbF60YYVs6MHot3an8IltnEL5rJrv0vkedWChvE=,L,S,A
m8YXeaebwD0DDZ7ayuNBVw2aLa1nKUtOTQKqy3kszX8=,A,P,A
lIgIcI9km8ZjybczGIjrs7vcr9lFl+jdjaD76E+Cupo=,R,R,A
BEhe2qlWnRKm/d+487L9JzyXLaJ94v0N8pngD1tjeb0=,L,A,A
wFck2N0F7G7qneD0wgoXnf+xa8LSvwTiSOp4x5cwYXA=,R,R,A
HSk9ugVyF42iKypn+LVZcTuxIXLgPzDswu1llH24akQ=,P,P,A
ku5cVH3qPfSR82Q9A4mTlf7RzH8yNWTgNVEhaDFT0NA=,R,R,A
rIHzXeG9fYHeAGTlcBEMZOXpvn+bD3l+TXYfy3NMyzw=,L,N,A
qABbD0wghmFdDMADfMUg6OtD0daaW3Geg0Ellq8RzE8=,R,R,A
GbYGxBf6aNfckI7gLw+b9qCnbOkSVLGhpg3vPqJemI0=,R,R,A
NYvwcXzfuy4TiVA6WxJ+z0HTuaWzTD/d0kAZTUNDWms=,R,R,A
hsp4v+bWl16UH+IJKWN1BUp9vuW9EOayrNP7H9EwAPc=,P,S,A
f/8wBmMWkhGeJ8FJQvSsMHalAQmSdFvHlJbPl89ouxA=,L,A,A
dt1ArB1DPrqLY8aUIxGK+uVwVfqjYBDrQACgKcEgq9M=,L,A,A
xCKEmr4Kga013DkQYdMdXUVe0wPhWvbe7d2mJE3TKl8=,R,R,A
yOd7GSfurMr9pjpUb6hqxTBR+cM16Tez7AIabqXMDSw=,R,R,A
Ae5v3m7g9l7iOaIwxvINx5p4fOLXpTI79BkgVCd6Vm8=,A,P,A
vkio4yKyYHOpY+ZREtsTCVFkNjhlUuqSybYIfROxRig=,L,S,A
ruaRkaS/+hhBrGHOVVem0YlpB5RbNbCYpPvtiiP72Fw=,R,R,A
krPoYm+DYvJqIIMoFNksee1FR6pQfALgT7zUrEbE+aY=,S,S,A
ykEt/5ScDGYn0UAhQDha8KYMKds0uzbZ9FrnRpdorkE=,R,L,A
amxqU4FQexLjWknM60eSxh37NLP+0t9MbKnH3sVKNBk=,R,R,A
wKsP8TZRvuwGRhzbP5B9zsNfQTz/g68xOnc/ROzAIr8=,S,S,A
DCBykBkGb6B4FH1rf1FSY2qA79aRvRO5fYYVH6uz6ds=,R,L,A
q82OI7GWRi8iTb8lMhEss1wQ9kQct0jteka6pUTWv/o=,R,R,A
f8f/omqtPTG7MjcSvGdrsKhAb9pVCrfr5tMLquPnx2g=,P,P,A
FNmEiXZBa/s3kaEaLpS+1Y06ePv0B8bPRwwlNaDab44=,R,R,A
s1bIlN8gI3CSI95bG3l2glm85dfAwrMi2KlkwW+YvUA=,N,P,A
V/jXVMWSlJ9ybKp9P2siZDSPZ+38RxsdKNYQhRTKeLk=,P,S,A
3V4vXheB2u4pTqlGfW78Qo2nqInqeqwgT/SidHT/9GA=,A,A,A
xJMwjlOCZxP/SyXh/h1vQ11lZPDV97T2I4U3spnmWaE=,R,R,A
x7XFAl6b+XiIs1sLtSGb6Y+y2JC0TrpnQ3FNSTXq81E=,R,R,A
3+b0N0fhhMjVa0eT155TAbKcrDKBS4BWgD3rRVpTOAI=,P,P,A
fAcsoNOFS1XdNUJ5eTV4145N5YUUD8vHfHrl6eH4rYQ=,P,S,A
+dZalHsRq16j4MtGX4D8iO6fYLwMZQyPdiVy919F0SY=,R,N,A
qmcZTlz1d2VNsz7EdYGfkJq0CylQHUSUcah+Gbyi1RY=,R,R,A
wT36OP9qlI+PE+VZ6NQLO+Wm9ugC+CFdmbyXZx77+G4=,A,P,A
DWf1vU1W0K8EJcwntkXaHhgCYzm4RjybC1Fj03u6EiU=,P,A,A
bHoCncAcW9Wxu/4DiGGOa4+jBChdT1GjWMpuWWEckIc=,A,S,A
r5tFyYpX67BuZkSOVJYE7K/7MDAi+uE9Zmodm+WOPXM=,P,S,A
zyZJeimyOLipplZ7lxU6wnU8UylDpw7IKHUC5gzTXaw=,R,S,A
AAiuc2bcAmC67AIcZt1agYqE2P207/IMhGb64dU0f3U=,S,S,A
tRrasOMrt72Dfjq2H64zFR00CUeNJqrXHrqxjiKvta0=,A,S,A
1WdGlyzXe/HqsA9hyHhDO2H/gqywHXdhY8tuhVnhGcQ=,A,P,A
2++FUcbMsDDN4RKvcOt0xe5MenZhramsUWgdlXn+Xmg=,R,R,A
o7oEw5vjiyWWgTppwxk2v23gsInnelnzi4O0dm/FGtg=,L,S,A
ETfD/+wLAcbThH4o6vvqFxFygNBF+JD3UTbDECAVqH0=,R,R,A
X+d8uTnk0GnBUiik/18Z+Cmav9rjY7pUKEO+SlkaOaE=,L,S,A
y4gPjbS/pGq0gxS/BBlJXI+6aA4kJmOxxdFwkzGl8Wk=,R,R,A
0xhgKxTqcYgppx0l5npKXsCO8S3ZY/VO5o/0o/Tkluk=,A,S,A
A+XWCt29tU7+RrQUL/3jaoX1CDg3RkcHv/1WF/ufZzU=,R,R,A
hGCV0VUIgOaWi2PRcii5nkaa++CljFYcPedTj6x3EQQ=,R,R,A
c3dIng/Y0u1gDKk3vyVHOBHrWcKwB3L2N9A7Tou5fEE=,R,R,A
RtIkjMrUPCxQkQIQYpZeWtHuyUP6kD2GcOykqypAO9g=,R,R,A
7UiroqQS+OSbLetWJruKpdY5eYOLSnTksNQQVTXbchM=,R,L,A
vkLFgh/tV7ReHSYBIrGQ9T1YT1ZCIuDxN6xYrCndPOg=,R,R,A
IV+Q/7h+xGxaXkSMutWllniKv5Pj4Oo0ghl74d6JZvk=,P,S,A
7mNM+ivAk0QfjTzSao7PEK6EzrgrIpaUdo46QPeuxNY=,L,A,A
e1wWltAiRQ+eGvvZafR8Y9kZ3HMBry1eoEJiFYGWcTQ=,S,S,A
e5hIZoEbhYCDiDxtdEUcrEkmbOpa//ppVTVSKr77xns=,P,S,A
7Pq7FoZ1JBWuO3O5Bbi2k03HcnRp/8l5Vvg4zt37UCU=,R,R,A
LnMDYd2QvcjTxrjwOJ4tvY3U7ys8Ja4cIbvpSCzDFXI=,L,L,A
pY5oXYHpZX3afg/EYKrDKlQ4Cpp+IPZexqnbtlq+0SI=,R,R,A
8Jp8CVaMTN9F0WY84CXA97NenD8vk7zEWebN5xNGiCE=,R,R,A
QtmMCPr09kgBQiqEx4slyY9G4r4zK3gTZrbCiTWigVQ=,A,A,A
qq1bUbE6sj/A1C6A5zZPWtc9SDeCPVCSds8oR0pdLNA=,R,R,A
O12ENq6ke2m3bhtPt4JnxEMe4h0u4VbJA/D4otw7xOg=,R,L,A
CGkVP2qAlh8sK2waXrjn1OMcoXyBfCgekzsXbrqKcsY=,P,S,A
x0Sjtgv8yihNVEOKrcFU+zW5j0YDBF4W9mKGCEtxobE=,L,P,A
MOO+J5KNswMBhl7Aq12V7pTrUJ7qmbAenS3YmAVv2mQ=,P,A,A
/0AAMI2ZMGEA8dRsb12WIlNL8Rsc2TO2DG8IvAFApOQ=,S,S,A
6jjM8L9wv7KSsZIggGpKUhWSU67Dt7aaoUfGRakXIWc=,R,R,A
N1d/kW6rS2JlQ5mlHZO0ScUKJyh4d/ohKHep5bSb2QY=,R,R,A
1kaIgo/sZEqd7jfzuZ6xu8HluUjWWN1tKT1PQ9p35x8=,R,R,A
18dVyUkI8De+P8HHxpJVqDSNMQHrep1Ozzt1eMBYotA=,R,R,A
SOxV0sm5XNjg+Emla5ADt0rk/I4Nriej6el2K7lF/ig=,R,R,A
4cKX8woQXXARYpMHI/xYU9al2FbrVZ0GoWnp179K2yQ=,P,A,A
RmlMuHJrLfB1FtBF+077RV0MmA7aXf+upjb8ucEKA/E=,P,P,A
3ckee/rn1/gPys0WlNrloWFiQSsD41e+cbx2tEZUMho=,R,R,A
ZlSZ2ISXcdGMLxFhcdRXSA2yooQXIcHvINIMTfA8zZQ=,R,R,A
B+4BWwiI3rCm9aF0r2/nDu8jwv+PJUK/tgWfsnE2rcM=,L,S,A
wOLNxpAXcsgx/1Kc3IL9DDmVjmPm2YgoRWrW3xAmlls=,R,R,A
zlBMdFoKB6/YiSoOy1wbJ16oU6yFgWijWHesHBkPy5w=,R,R,A
RiTcWcw+SeAJdPMcwHEirn4KkSaf5k6CUGl4RAoJbzw=,R,R,A
VNw/HNkT1A9wo84RQNEEuIFCtIUZkF2bGrBHb5NEv70=,A,A,A
opmaLGIMQ6E9LnSsKzANOpRDKYk4ee78kkR4V32t0Ww=,A,A,A
EWocoZ4tN9olu+uIbssvXFBWdynvZc0MtsM6b97RYCc=,R,L,A
MsEfSH+Nz5UFQXZCcKY5dwMYJIpbeeAtMYtLTRx1Tj4=,R,R,A
iYKXJi8dB7P1S8lyhq5OSkOTgHuwVEpo67o6FLSUcRY=,R,R,A
1R8+XYU7lEdXZm/A59JA1ob2/4wo1ekbPR9+Uqnb4Fo=,R,R,A
SfIEAK6KVRcy6GgTGWO3qz8xH0+4AxyzdH2aAnFVgpE=,R,R,A
Ntrkc89JH7L3YNnVFq18BCy2TMRenBKrozFI1e9dVhA=,P,P,A
LYnQLDI5fCSGNPC9RhIdQJ2rwtlFfaQ6FJ7oSKB4Q4c=,R,N,A
Mz6gZExVntRhJHAB+l+I+BaiT2ATB67FZQAQAB06RZw=,S,L,A
eN6j8lX/dRdgLdlly9CtkMqh5rTuQG0z3dofh7NQ1jM=,R,R,A
Fg0VJInnpdEof3y3lmBAUIK25iueAwbNiL5M9sTP7Mg=,R,R,A
br6rqjNkuvfpHg03UCdz4/RvfdRiLPthdbkzyw3YSiA=,R,R,A
dLnYY2Dqup/54QG7kFel6o7Dk6ella0NF/vKXWb8400=,S,S,A
764GUj0GvGDUxje3p5IYOfCrlbb0pBx4WNcAjqPn+wU=,P,P,A
1iURvm7j+dTNPi0jnRIaYhWVF1NVsXrRo+3GxzyYjBE=,R,R,A
RtfVj+SmqpJ1q8fT/7/tEgA8njfcFN4ZILEEkcOqLsI=,A,P,A
2ypHZX7n3zxyzuE9RDpuxsK0T+V13N8KTI8w8ePjwqg=,R,N,A
Vh9cSI4uUeW7QDuXkE+FWjBK3yYz5dXfRZkdaEsJPhA=,R,R,A
oG8FFA8i/rjA3XTYivc25njxzdGHxluJTrcRMJMLAXE=,R,R,A
ASNoQCDOCxmxHvhHItPJRAImYGb1QwxOm46TcY5wsWE=,A,P,A
vFnPjWpshnHt9xIgx4XDqYpZWR1VvuG1SXNcnsCm/B0=,R,L,A
83PIsrDTdcURNB02XZ36igl9t2b712WNGiWEPtz1VQo=,A,A,A
MbsKkJvi4VBzEljZ68wFkReSWNq16DcH8q6UcAbOwRU=,P,S,A
3+b0N0fhhMjVa0eT155TAUIs0k3BqkF2b+uaX3VWgvw=,P,A,A
